required_skills,candidate_skills,expected_gap
"Python, CI/CD, CRM, Marketing Analytics, Certified Public Accountant, Forecasting, Git, Investment Analysis, NoSQL","Account Executive, Accounting, CI/CD, CRM, Forecasting, Git, Investment Analysis, Marketing Analytics, Python",NoSQL
"Prospecting, Training and Development, Team Leadership, DevOps, Google Cloud, Audit, Teamwork, Surgery, Performance Management","Angular, Arbitration, Audit, CRM, Communication, DevOps, Google Cloud, Performance Management, Prospecting, Surgery, Teamwork, Training and Development",Team Leadership
"CA, Time Management, Corporate Finance, Teamwork, Human Resources, Data Analysis, Git","Accounting, Angular, Clinical Research, Corporate Finance, Data Analysis, Git, Intellectual Property Law, Physician, Teamwork, Time Management",Human Resources
"Adaptability, Criminal Law, Data Warehousing, Hadoop, Bookkeeping, Certified Public Accountant, Presentation Skills, Machine Learning, Creativity, Change Management","Adaptability, Budgeting, Business Development, C++, CA, Creativity, Criminal Law, Data Warehousing, GCP, Hadoop, Machine Learning, Presentation Skills","Bookkeeping, Change Management"
"Project Management, Data Analysis, Kotlin, Process Improvement, Market Research, Email Marketing, FastAPI, Equity Research","Corporate Finance, Data Analysis, Equity Research, FastAPI, Kotlin, Market Research, Process Improvement, Project Management",Email Marketing
"Kotlin, Cardiology, Litigation, DevOps, React, Investment Analysis, Google Ads, Ruby","Cardiology, Compensation and Benefits, Critical Thinking, DevOps, Investment Analysis, Litigation, React, Ruby","Kotlin, Google Ads"
"Ruby, Presentation Skills, Stakeholder Management, Physician, Equity Research, Advocate, Salesforce",".NET Core, Advocate, Physician, Presentation Skills, Ruby, Strategic Planning","Stakeholder Management, Equity Research, Salesforce"
"Social Media Marketing, Derivatives, PHP, Teamwork, Human Resources, Mediation, Kubernetes","Advocate, Derivatives, Intellectual Property Law, Linux, Mediation, SQL, Scrum, Social Media Marketing, Teamwork","PHP, Human Resources, Kubernetes"
"Django, Clinical Research, GAAP, Marketing Analytics, Python, Patient Examination","Business Development, C#, Clinical Research, Django, Marketing Analytics, Patient Examination, Python, Valuation",GAAP
"Recruitment, Sales, Google Cloud, NLP, Forecasting, SEM, Angular, TensorFlow",".NET Core, Angular, Business Development, Forecasting, Google Cloud, Marketing Analytics, NLP, Recruitment, SEM, Surgery, TensorFlow",
"Critical Thinking, Data Warehousing, R, DevOps, Portfolio Management, Adaptability","Adaptability, Critical Thinking, Data Warehousing, DevOps, Investment Analysis, Portfolio Management, PyTorch, R, Valuation",
"Patient Examination, Closing Deals, Change Management, Python, Prospecting, Talent Acquisition, Doctor, Go","Change Management, Derivatives, Django, Mediation, Node.js, Patient Examination, Prospecting, Python","Closing Deals, Talent Acquisition, Doctor, Go"
"Ruby, Scrum, Financial Reporting, Flask, HR, Brand Strategy, Computer Vision, Strategic Planning, Presentation Skills","Computer Vision, Critical Thinking, Django, Financial Reporting, HR, Kubernetes, Presentation Skills, Ruby, Scrum, Strategic Planning","Flask, Brand Strategy"
"Surgery, Business Development, Prospecting, Legal Research, GAAP, Email Marketing, Azure, Contract Drafting","Business Development, Contract Drafting, Email Marketing, Equity Research, GAAP, GCP, Legal Research, Portfolio Management, Prospecting, Surgery",Azure
"B2B Sales, JavaScript, Email Marketing, Team Leadership, MLOps, Data Warehousing, Node.js, Stakeholder Management, Go, Digital Marketing","B2B Sales, Data Warehousing, Email Marketing, Go, JavaScript, MLOps, Medical Ethics, Node.js, Online Marketing","Team Leadership, Stakeholder Management"
"Stakeholder Management, C++, MLOps, Legal Research, Valuation, Deep Learning, Derivatives, Spring Boot, Lawyer, Negotiation","Attorney, C++, Change Management, Derivatives, Legal Research, MLOps, Machine Learning, Negotiation, Stakeholder Management, Valuation",Spring Boot
"Swift, Doctor, Human Resources, NoSQL, Employee Engagement, Scrum, HR, Negotiation Skills, Data Engineering, Google Cloud",".NET, Audit, Data Engineering, Employee Engagement, Google Cloud, HR, Negotiation Skills, NoSQL, Physician, Presentation Skills, Swift",Scrum
"NLP, Litigation, Brand Strategy, Spark, Google Cloud, AWS, Negotiation Skills, Corporate Law","AWS, Brand Strategy, Compensation and Benefits, Google Cloud, NLP, Negotiation Skills, Spark","Litigation, Corporate Law"
"Prospecting, GAAP, B2C Sales, CRM, Medical Ethics, .NET, Program Management, Linux, PyTorch",".NET Core, B2C Sales, CRM, Compliance, GAAP, Jenkins, Linux, Medical Practitioner, Program Management, Prospecting, TensorFlow","Medical Ethics, PyTorch"
"Equity Research, Critical Thinking, Certified Public Accountant, Python, GAAP, Social Media Marketing, C++","CA, Critical Thinking, Equity Research, GAAP, Python, SEM","Social Media Marketing, C++"
"Logistics, Litigation, Kotlin, Risk Management, Swift, Legal Research, Content Marketing, NoSQL, Contract Drafting","Content Marketing, Contract Drafting, Kotlin, Litigation, Logistics, NoSQL, Risk Management, Swift, Time Management",Legal Research
"Google Cloud, C#, Performance Marketing, Creativity, R, Presentation Skills, Computer Vision, .NET Core, Content Marketing, PHP","C#, Computer Vision, Content Marketing, Creativity, Digital Marketing, Google Cloud, Online Marketing, PHP, R",Presentation Skills
"NoSQL, Kotlin, Program Management, Doctor, R, Git, Orthopedics, Taxation, Talent Acquisition","Bookkeeping, Brand Strategy, Change Management, Doctor, Financial Analysis, Kotlin, Orthopedics, Program Management, R, Salesforce, Talent Acquisition, Taxation","NoSQL, Git"
"GCP, Scrum, JavaScript, Communication, Google Cloud, Change Management","Change Management, Communication, Criminal Law, Data Engineering, Google Cloud, Intellectual Property Law, JavaScript, Scrum",
"Negotiation Skills, Chartered Accountant, MLOps, GCP, Talent Acquisition, Swift, Budgeting","Budgeting, C#, Cardiology, Chartered Accountant, Diagnosis, Investment Analysis, MLOps, Negotiation Skills, PHP, Swift, Talent Acquisition",GCP
"Machine Learning, Compliance, Corporate Law, JavaScript, CI/CD, PyTorch, Audit, ASP.NET, GAAP","Audit, CI/CD, Compliance, Deep Learning, Derivatives, GAAP, JavaScript, PyTorch","Corporate Law, ASP.NET"
"Swift, Bookkeeping, Project Management, Medical Practitioner, Problem Solving, .NET Core, CA, CI/CD, Data Warehousing",".NET Core, Accounting, Bookkeeping, CI/CD, Data Warehousing, Medical Practitioner, Portfolio Management, Problem Solving, Project Management, Swift",
"Adaptability, Swift, Forecasting, Pediatrics, GCP, Problem Solving, Node.js, Project Management, Critical Thinking","Adaptability, B2C Sales, Critical Thinking, Forecasting, Google Cloud, HR, Logistics, Node.js, Pediatrics, Problem Solving, Project Management, Swift",
"Change Management, Java, CA, Cardiology, Kotlin, Spark, Marketing Analytics, Medical Ethics, Clinical Research","CA, Clinical Research, Google Ads, Java, MLOps, Marketing Analytics, Medical Ethics, Power BI, Sales, Spark","Change Management, Cardiology, Kotlin"
"Medical Ethics, Online Marketing, Git, Digital Marketing, Leadership, Corporate Law, Key Account Management, Business Development, NoSQL, Spark","Account Executive, Computer Vision, Git, Key Account Management, Marketing Analytics, NoSQL, Online Marketing, Spark","Medical Ethics, Leadership, Corporate Law"
"Derivatives, Jenkins, R, Git, Brand Strategy, ETL, TypeScript, Critical Thinking, FastAPI, Market Research","Brand Strategy, Communication, Critical Thinking, Derivatives, ETL, Git, Jenkins, Market Research, R, TypeScript",FastAPI
"C#, HR, Risk Management, Valuation, Django, Lead Generation, Accounting","Accounting, C#, CI/CD, Django, HR, Prospecting, Ruby, Valuation",Risk Management
"Legal Research, Negotiation, Marketing Analytics, Online Marketing, Machine Learning, Spark","Legal Research, Machine Learning, Marketing Analytics, Negotiation, Performance Marketing, SEO, Spark, Vue",
"Employee Engagement, Ruby, Contract Drafting, Litigation, Salesforce, Medical Ethics, PHP, Diagnosis, Python","Contract Drafting, Diagnosis, Employee Engagement, FastAPI, Kotlin, Litigation, Medical Ethics, PHP, Python, Ruby, Salesforce, Training and Development",
"Swift, CI/CD, Talent Acquisition, Prospecting, JavaScript, Physician, Clinical Research, GAAP","CI/CD, Clinical Research, GAAP, Prospecting, Sales, Swift, Talent Acquisition","JavaScript, Physician"
"Hadoop, Training and Development, Financial Reporting, Corporate Law, Account Executive, Civil Law, Angular, Negotiation, Problem Solving","Account Executive, CRM, Corporate Law, Critical Thinking, Financial Reporting, Hadoop, Lead Generation, Negotiation, Node.js, Problem Solving, Training and Development","Civil Law, Angular"
"Employee Engagement, Mediation, Ruby, Creativity, Budgeting, C++, Negotiation, Negotiation Skills, Digital Marketing, Jenkins","AWS, Audit, Budgeting, C++, Creativity, Digital Marketing, Django, Investment Analysis, Jenkins, Leadership, Mediation, Negotiation, Ruby","Employee Engagement, Negotiation Skills"
"Derivatives, Google Ads, Market Research, JavaScript, Java, Angular, ETL, Surgery, Physician, NLP","Compensation and Benefits, Derivatives, ETL, Google Ads, JavaScript, Market Research, NLP, Product Management, Team Leadership, Vue","Java, Angular, Surgery, Physician"
"Compensation and Benefits, Project Management, Jenkins, Terraform, Tableau, Surgery, Team Leadership, HR, .NET, Risk Management",".NET Core, Compensation and Benefits, Equity Research, HR, Jenkins, Key Account Management, Performance Management, Risk Management, Surgery, Tableau, Terraform, Time Management","Project Management, Team Leadership"
"Go, Equity Research, Supply Chain Management, Mediation, Diagnosis, Lead Generation, Teamwork, Attorney, TensorFlow","ASP.NET, Corporate Law, DevOps, Equity Research, Flask, Lead Generation, Medical Practitioner, Teamwork, TensorFlow","Go, Supply Chain Management, Mediation, Diagnosis, Attorney"
"CI/CD, Java, Docker, Compliance, Valuation, Financial Reporting, Forecasting, Surgery, Employee Engagement","CI/CD, Docker, Employee Engagement, Financial Reporting, Forecasting, Java, Spark, Surgery","Compliance, Valuation"
"Radiology, Doctor, B2B Sales, Java, Swift, Advocate, Project Management, Patient Examination","Advocate, Azure, Derivatives, NLP, Patient Examination, Physician, Project Management, Radiology, Swift","B2B Sales, Java"
"Sales, Financial Analysis, Business Development, React, Supply Chain Management, Creativity, Radiology","Content Marketing, Creativity, Financial Analysis, JavaScript, Portfolio Management, Radiology, Strategic Planning, Supply Chain Management","Sales, Business Development, React"
"NoSQL, ASP.NET, Surgery, TypeScript, Marketing Analytics, Criminal Law, TensorFlow, R, Salesforce","ASP.NET, Criminal Law, Django, Email Marketing, Investment Analysis, Marketing Analytics, R, Ruby, Salesforce, Teamwork, TensorFlow, TypeScript","NoSQL, Surgery"
"Lead Generation, Time Management, C++, Adaptability, Doctor, ASP.NET, Clinical Research","ASP.NET, Agile, Budgeting, C++, Clinical Research, JavaScript, Medical Practitioner, Prospecting, Time Management",Adaptability
"NoSQL, Orthopedics, Tableau, Audit, Certified Public Accountant, Recruitment, Salesforce, Training and Development","Audit, Jenkins, Kotlin, Orthopedics, Python, Recruitment, Salesforce, Surgery, Tableau, Time Management","NoSQL, Certified Public Accountant, Training and Development"
"Market Research, Prospecting, DevOps, R, Social Media Marketing, Spring Boot, Audit","Audit, Computer Vision, DevOps, Lead Generation, Marketing Analytics, NoSQL, R, Spring Boot","Market Research, Social Media Marketing"
"Leadership, Medical Practitioner, Pediatrics, Radiology, Closing Deals, Program Management","Closing Deals, Deep Learning, Lead Generation, Leadership, Medical Practitioner, Pediatrics, Power BI, Program Management, Stakeholder Management",Radiology
"Compensation and Benefits, Process Improvement, CI/CD, Forecasting, Contract Drafting, Supply Chain Management","Advocate, CI/CD, Chartered Accountant, Contract Drafting, Forecasting, PHP, Problem Solving, Process Improvement, Supply Chain Management",Compensation and Benefits
"B2C Sales, Computer Vision, Pediatrics, Compliance, HR, Key Account Management, Logistics, Digital Marketing, Docker, Diagnosis","B2C Sales, Compensation and Benefits, Computer Vision, Digital Marketing, Docker, HR, Pediatrics","Compliance, Key Account Management, Logistics, Diagnosis"
"Compensation and Benefits, MLOps, CRM, DevOps, Lawyer, IFRS, Accounting, Leadership, Corporate Finance, Intellectual Property Law","CRM, Chartered Accountant, Compensation and Benefits, Content Marketing, Corporate Finance, Data Warehousing, Deep Learning, DevOps, Go, IFRS, Intellectual Property Law, Lawyer, Leadership, MLOps, Training and Development",
".NET, SQL, Mediation, Budgeting, Prospecting, Stakeholder Management, Patient Examination, Agile, B2C Sales, Cardiology","Adaptability, Agile, B2C Sales, Budgeting, Human Resources, Lead Generation, Mediation, Patient Examination, Performance Management, Performance Marketing, R, SQL, Stakeholder Management",".NET, Cardiology"
"ASP.NET, Audit, Adaptability, Valuation, Talent Acquisition, .NET, Scrum, Time Management, Financial Analysis, Chartered Accountant",".NET, .NET Core, Adaptability, Audit, CA, Financial Analysis, Scrum, Supply Chain Management, Time Management, Valuation",Talent Acquisition
"Node.js, MLOps, Content Marketing, Presentation Skills, Litigation, Containerization, ETL, Azure, PHP","AWS, Azure, Containerization, Content Marketing, ETL, Go, Litigation, MLOps, Machine Learning, Node.js, PHP, Stakeholder Management",Presentation Skills
"Java, Litigation, Attorney, Negotiation Skills, SQL, Google Cloud, Kotlin, Internal Medicine, Creativity",".NET, Account Executive, Attorney, Creativity, GCP, Human Resources, Java, Kotlin, Litigation, Negotiation Skills, SQL, Valuation",Internal Medicine
